,country,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
109,India,IND,18.50239372,19.79767799,20.23548126,21.99779892,25.06458473,27.66702271,29.56233788,35.85623932,37.88212204,38.30339432,45.12977219,48.60390472,48.94621658,56.11839676,57.07431793,58.91690063,60.60255051,69.32007599,72.83453369
110,Not classified,INX,,,,,,,,,,,,,,,,,,,
111,Ireland,IRL,1564.83740234,1823.73474121,2200.35742188,2910.93212891,3483.16064453,3938.19116211,4147.13232422,4858.64501953,5638.77929688,5502.88769531,5133.45507813,5570.70556641,5239.33789063,5331.60058594,5399.59863281,4561.73779297,4717.56835938,5019.70117188,5489.07080078
112,"Iran, Islamic Rep.",IRN,80.85904694,94.61769867,105.77094269,116.61520386,142.40454102,174.84387207,199.80201721,248.38494873,302.44982910000004,371.42010498,445.66363525,530.71380615,525.58483887,418.88528442,387.37609863,379.27563477,458.25817871,478.36148071,484.28659058
113,Iraq,IRQ,,,,28.153680800000004,53.50862122,53.76188278,57.19505692,98.87436676,132.11465454,167.36329651,150.45606995,168.74902344,183.91607666,199.51622009,190.69332886,156.8372345,154.18597412,214.35633849999996,239.41305542
114,Iceland,ISL,2873.84814453,2557.26953125,3091.28833008,3955.02392578,4497.97412109,5213.47558594,5071.86962891,6085.48486328,4946.0625,3693.55688477,3644.80273438,3866.70727539,3705.37524414,4028.83154297,4474.37402344,4281.57568359,5067.69091797,6109.91210938,6530.93212891
115,Israel,ISR,1513.94470215,1559.08325195,1403.31604004,1433.67077637,1488.16137695,1555.03601074,1593.60986328,1799.73254395,2144.8215332000004,2039.00305176,2234.94970703,2437.04614258,2402.91577148,2678.36181641,2819.57177734,2670.46679688,2813.3359375,3212.79150391,3323.65063477
116,Italy,ITA,1524.23962402,1586.65710449,1762.53759766,2163.02539063,2565.62744141,2677.55224609,2832.69775391,3092.55883789,3504.11157227,3337.75073242,3217.68286133,3392.01269531,3086.30322266,3149.24267578,3154.27587891,2675.67163086,2699.73291016,2809.72143555,2988.99584961
117,Jamaica,JAM,191.47247314,177.26374817,171.27206421,146.88262939,179.38470459,186.54173279,182.25622559,246.01036072,276.53768921,223.11174011,249.08259583,267.73898315,254.50778198,247.21296692,249.72155762,276.05673218,276.45974731,311.87005615,320.97631836
118,Jordan,JOR,159.14764404,170.04580688,174.00019836,171.04766846,184.51148987,193.5009613,202.44813538,227.0579071,293.36459351,328.34686279,305.29360962,313.93478394,305.71707153,289.82498169,297.8348999,310.6847229,298.80722046,337.75540161,330.14187622
119,Japan,JPN,2740.67480469,2479.81152344,2404.64648438,2642.22705078,2875.93359375,2883.30004883,2754.37744141,2772.69702148,3213.69555664,3686.15429688,4060.4909668000005,5087.35644531,5212.18359375,4336.10693359,4099.28027344,3733.37646484,4174.42236328,4121.03662109,4266.58691406
120,Kazakhstan,KAZ,50.99633026,51.56954956,59.46535873,76.02937317,112.70569611,144.70140076,177.00895691,180.50115967,256.54428101,251.49954224,249.26892090000004,303.98086548,377.12728882,370.09402466,380.66009521,319.04992676,263.48373413,281.61776733,275.85461426
121,Kenya,KEN,20.51720238,21.25755501,21.68992996,25.03597069,27.09413719,30.47352028,40.28915024,49.51648712,54.57352448,54.56043243,58.21165848,56.46788025,63.82013702,66.80593872,71.83386993,69.77667999,72.51428223,75.85467529,88.38527679
122,Kyrgyz Republic,KGZ,12.29036808,13.16161728,14.77255917,22.32097054,27.23155403,36.11393356,45.97068405,50.84462738,63.82300568,60.65092087,61.45378494,79.82953644,99.98524475,104.78458405,94.01564789,80.11972809,71.92367554,76.98123169,85.73608398
123,Cambodia,KHM,19.73148346,22.56181908,24.55773354,25.21769905,28.98029327,32.49455261,33.02605438,30.96165657,49.2183609,55.96894836,54.29156113,66.20181274,69.04489136,71.99204254,73.28150177,72.03400421,77.65436554,82.05518341,90.55628204
124,Kiribati,KIR,68.88991547,90.62192535,98.50437927,108.27010345,140.29519653,139.9230957,134.90600586,156.48007202,200.83670044,176.545578,139.495224,148.80270386,154.00323486,162.52476501,162.96076965,123.34639740000001,147.77731323,175.06552124,196.84797668
125,St. Kitts and Nevis,KNA,458.55938721,451.68023682,473.88653564,487.41549683,491.52450562,551.97991943,678.22387695,692.07739258,856.41271973,842.46270752,828.48223877,872.8114624,829.82159424,877.50299072,804.45458984,884.84606934,1006.6371460000001,1030.47888184,992.59179688
126,"Korea, Rep.",KOR,473.98675537,508.28076172,544.26074219,644.14923096,717.87432861,886.47064209,1065.26647949,1223.17443848,1149.70861816,1106.06408691,1366.38439941,1512.45251465,1566.12280273,1701.15441895,1898.92089844,1918.68969727,2034.43676758,2258.66821289,2542.81811523
127,Kuwait,KWT,463.85983276,598.41436768,637.44885254,715.62805176,744.81292725,846.28430176,964.01898193,976.56640625,1072.81335449,1453.46044922,1063.56469727,1272.99243164,1337.65258789,1276.94506836,1409.09362793,1199.36352539,1114.57995605,1560.54174805,1711.22338867
128,Latin America & Caribbean (excluding high income),LAC,275.802157287086,268.83052509248904,230.861627846935,241.761932854639,273.588183419117,330.093219564411,385.522088936324,461.34462622817904,529.6250159480941,525.002806686983,628.946040362024,714.7043392755901,711.673186937689,740.457059910442,746.078430595787,659.016525185379,621.713251185579,709.624802658607,654.160533730017
129,Lao PDR,LAO,14.38795185,14.76590061,13.1817894,17.97390747,16.57514763,17.68591881,19.59955788,25.21406746,27.189655300000002,36.23551178,34.97488022,27.45368385,32.83571243,43.81321716,45.93084335,52.37848282,54.50793457,61.20571136,57.11195755
130,Lebanon,LBN,479.60198975,459.46578979,418.09030151,385.02694702,370.42245483,345.35742188,400.70999146,445.77624512,477.75701904,515.38916016,577.359375,627.64208984,633.50970459,600.77301025,605.24328613,587.45690918,609.06103516,661.42797852,686.46777344
131,Liberia,LBR,12.50086308,10.08628559,8.54358292,7.72558451,22.52964973,26.44708443,25.11979103,37.23071289,35.63352966,44.75388718,45.5770874,55.07883072,56.53076553,59.07529831,65.21392822,73.39692688,69.9858551,56.961223600000004,45.42477798
132,Libya,LBY,244.67500305,253.90991211,180.98594666,189.68850708,201.76945496,212.05680847,234.78422546,275.47912598,321.21362305,355.18661499,399.01916504,309.87866211,,,,,,,
133,St. Lucia,LCA,289.28430176,288.75674438,304.02978516,322.10931396,314.05532837,337.52008057,392.91213989,439.90484619,427.18515015,426.18545532,430.23776245,461.78833008,454.57470703,482.43463135,423.33096313,426.8598938,471.27960205,473.31924438,464.70913696
134,Latin America & Caribbean,LCN,285.236684870217,279.613199669468,238.47420565667198,247.153458727197,280.965735426214,337.324162617738,401.079441599048,478.378683646255,548.166115907336,551.9047440032309,654.898705724123,730.294118082975,733.253737238432,756.6976435437331,760.855972313889,678.805604990769,638.784455478785,727.230486980522,666.92291780532
135,Least developed countries: UN classification,LDC,12.274735707415699,12.2651186095207,13.281465374783599,15.2737034754502,18.1643138013158,20.376299746795798,23.8804766980614,28.311736459319302,32.9531105331984,33.7749470132707,35.010758122866996,39.4565185789921,40.1068526350181,43.903257380601794,45.9756696302955,46.61947216348761,45.50203767828429,48.3333867536498,42.821909003059396
136,Low income,LIC,15.2204132170941,14.0378558099199,15.032017178145,16.9850700899181,19.9242763315509,22.608109814637498,26.3915839654146,32.2868478117484,36.3816382618916,37.321729958154705,38.1167946015701,40.8687548352214,39.263283976408,41.530490206814704,43.5380889315533,44.869315590694704,43.150754297634705,45.5809294467674,34.602946557294395
137,Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,
138,Sri Lanka,LKA,43.71691132,41.32370377,42.84844971,42.36933517,50.92406845,57.303466799999995,65.39842987,73.7281723,92.90744781,100.3218689,108.27518463,118.97396851,113.44898224,137.64352417,137.67100525,149.96318054,151.47502136,158.7149353,157.46585083
139,Lower middle income,LMC,23.849461076058997,25.224836790337,26.097048298484697,29.7904911845762,33.8278202865299,39.523452970194505,45.337586081867705,53.9959855318058,61.2485889307576,62.827380424572404,73.1589870356393,82.4744249919728,86.39507017319981,89.53854366272779,89.58782961521521,87.38379883609258,89.1193275142915,93.19972058448471,97.6742856132818
140,Low & middle income,LMY,60.669319277488,60.936804591823,60.1326359589155,67.4090761850358,78.0191763341479,91.8816741026732,106.200766718963,127.761873814025,152.588259156059,156.47123857598302,180.012609793963,208.342991396028,221.837449492146,238.37080151896598,244.10819558257802,232.469913102845,229.749039443018,253.03571035931,264.203419086749
141,Lesotho,LSO,26.23996544,26.13252449,22.34071541,31.49400139,40.47372437,40.76879501,48.55776596,65.21094513,68.62264252,80.58473969,94.69707489,125.03486633,117.13769531,116.80801392,113.72309875,103.63265228,89.38617706,111.64142609,124.78967285
142,Late-demographic dividend,LTE,88.01362895540551,88.83012338811359,94.44091664472842,105.449480316843,123.847126535214,148.500538267617,175.81432078273997,216.847839522033,273.86371333636504,285.693477586208,325.19031258641303,385.469992974564,414.048049202385,453.942075119494,475.732860498898,446.187652603822,449.31570570686597,505.89055610693003,548.53850756754
143,Lithuania,LTU,217.17613219999998,218.81802368,254.36688232,338.86306763,366.95968628,438.93267822,536.05737305,704.29315186,936.50933838,864.73638916,805.2244873,925.47161865,896.93707275,958.92718506,1021.23297119,920.19976807,988.5279541000001,1083.30334473,1249.25463867
144,Luxembourg,LUX,2901.19995117,3109.20141602,3600.86743164,4607.40283203,5610.35351563,5818.14599609,6070.73583984,6671.26513672,7578.74951172,7670.59375,7459.83544922,7174.73925781,6029.47509766,6356.64453125,6547.03466797,5421.93212891,5475.13964844,5713.11865234,6227.08398438
145,Latvia,LVA,181.57072449,205.02047729,237.29516602,280.50878906,393.29806519,440.80975342,552.30157471,775.19152832,913.52148438,744.66162109,689.07720947,764.59173584,745.51745605,807.13000488,856.76654053,775.86431885,874.79772949,932.50158691,1101.49255371
146,"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,
147,St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,
148,Morocco,MAR,53.68618393,55.949829099999995,63.52367401,79.60365295,93.63453674,97.53405762,110.10379791,137.54327393,155.53877258,169.95036316,169.00949097,177.28041077,169.95767212,180.20198059,170.74113464,148.03874207,154.1124115,161.45051575,174.78184509
149,Monaco,MCO,1408.09423828,1431.09790039,1560.75720215,2214.74414063,2570.39013672,2628.19311523,2706.68188477,3039.02783203,3573.52148438,3523.19042969,3509.35888672,3677.42016602,3519.94067383,3817.89868164,3947.42358398,3365.92724609,2765.08447266,2751.73144531,2968.50048828
150,Moldova,MDA,21.37988472,25.39859009,33.9242363,38.43836975,64.60714722,79.33213043,100.10816193,135.44366455,185.56115723,208.53004456,198.28894043,214.98246765,223.61895752,231.66229248,230.76982117,186.43643188,171.18476868,191.19487,212.97038269
151,Madagascar,MDG,12.86519241,15.53348637,15.12862587,17.46053123,15.03719425,16.50335312,17.19776154,19.67164612,22.19978905,20.83815002,21.95882225,23.59220695,19.57540894,19.53066635,22.99704552,22.90582275,24.48439217,24.68006706,22.049755100000002
152,Maldives,MDV,221.92073059,230.17086792,247.30165099999996,235.61952209,294.9519043,321.31842041,387.12332153,462.99023438,758.71099854,669.8102417,600.64434814,577.66296387,630.14251709,645.06054688,672.11962891,785.03161621,946.81115723,885.08428955,973.53692627
153,Middle East & North Africa,MEA,147.787409962451,154.906271780496,153.596079438327,150.607721586431,165.882076925379,185.27060088019797,207.608482525631,242.60534630476897,287.223053763048,318.98187496203496,341.463805895214,391.247742541024,414.235949882296,431.693804567723,453.687785111202,429.26797069254997,452.463119152098,501.541246419554,520.8899277288231
154,Mexico,MEX,318.46151733,363.67358398,385.09851074,411.42242432,445.62039185,483.09536743,512.83319092,556.0402832000001,570.83050537,490.56585693,553.9777832000001,581.71026611,598.34881592,637.15966797,614.97424316,556.86657715,490.79937744,512.06567383,519.60546875
155,Marshall Islands,MHL,430.91806030000004,386.68041992,361.07345581,351.06369019,421.23681641,543.75585938,562.32507324,476.05795288,461.63223267,437.64831543,449.41348267,453.55798339999996,471.89392089999996,492.96929932,476.25930786,546.98797607,605.28155518,587.55316162,643.06591797
156,Middle income,MIC,63.9224781534002,64.3464815988349,63.681023155991106,71.42360267846242,82.7262447113578,97.5936510720892,112.898079470234,135.916317146893,162.687062919076,167.00162030677402,192.72756055878003,223.584992388178,238.725392009753,256.134635384054,262.530113517311,250.005674801963,246.59048419563499,272.49229108532603,286.11081439072996
157,North Macedonia,MKD,164.47364807,152.15872192,175.036026,217.21655273,233.99182129,233.10673523,245.67073059,265.36270142,314.14532471,296.66540527,305.2322998,329.95043945,310.77499389999997,350.2098999,343.87866211,306.9151001,327.49136353,358.30688477,399.09707642
158,Mali,MLI,14.75309944,13.89508247,16.74376488,19.82828903,22.97034264,25.39648056,28.51480293,31.34812164,35.02916718,36.54620361,33.20299911,33.59200668,29.21658516,31.9307003,37.96685791,30.884031300000004,29.44280052,34.00102997,34.95166016
159,Malta,MLT,647.10150146,685.98400879,830.64630127,1074.09313965,1223.85742188,1379.68640137,1474.48449707,1596.12316895,1751.16503906,1677.36230469,1733.66882324,1960.06115723,1898.60144043,2121.08227539,2456.43481445,2243.46704102,2321.15332031,2551.71606445,2753.51098633
160,Myanmar,MMR,4.33537483,4.48454952,6.86361122,6.37247419,6.79912138,7.41623688,8.21358681,9.61486912,14.25486851,18.11137199,19.6023674,26.56099129,36.11348343,36.53030014,52.62075806,61.70107269,57.93581772,57.859272,59.20605469
161,Middle East & North Africa (excluding high income),MNA,80.0807036117214,85.05642538488091,86.27958084241409,83.6791452360832,96.3382145571862,108.010408433066,121.18011748889299,148.053191128393,180.590282822772,204.896864306391,225.539867295985,255.588651718105,266.103631818,255.080839327588,253.902872926144,240.91208581986697,262.168312008864,264.582693779635,273.554550905178
162,Montenegro,MNE,,,,,,,,,,,,,,,,,,,731.48168945
163,Mongolia,MNG,27.00856018,26.48761559,29.65744781,26.50799942,33.172965999999995,37.50867462,50.02914047,66.53733063,97.36168671,76.45706177,98.84479523,134.75062561,167.76242065,177.58248901,174.24235535,166.08277893,161.90859985,146.96208191,155.09367371
164,Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,
165,Mozambique,MOZ,7.10689354,8.87072754,10.28336811,11.53792667,14.07469845,18.23710632,17.79965973,19.75497627,24.300821300000003,26.94626808,25.175146100000003,29.33419418,34.50271606,40.73832703,42.45389938,39.61871719,30.72076035,35.949855799999995,40.26391602
166,Mauritania,MRT,22.87253761,23.09371185,25.60963631,28.95334435,30.72266579,33.05524826,34.04533005,39.03982544,47.60751343,43.22557068,42.47654724,46.50239563,48.08863068,54.26546097,58.04791641,55.98908615,47.35323715,51.61418533,54.48972321
167,Mauritius,MUS,118.97707367,119.46853638,135.94143677,162.00184631,189.92880249,197.67504883,209.14854431,235.85057068,321.81631469999996,310.15560913,367.12078857,396.6121521,398.12188721,452.45565796,559.44458008,529.16137695,553.21362305,599.44421387,653.347229
168,Malawi,MWI,9.09148884,7.73601103,11.26799107,12.50175095,16.20174026,17.5325985,21.31405258,25.46150398,33.32744598,36.23827744,34.66256714,40.08781815,33.20030212,40.3452301,36.05779648,35.68380356,30.94216537,33.99734879,35.49821854
169,Malaysia,MYS,111.33849335,114.60871887,121.8090744,142.74668884,154.93487549,163.93273926,203.21253967,233.85643005,268.39004517,250.25923157,292.00302124,352.26922607,382.66152954,391.89956665,427.66070557,379.90048218,362.11486816,380.68572998,427.21704102
170,North America,NAC,4313.69333170964,4635.05488578243,5020.53177319558,5428.707914617829,5790.958788987521,6143.99382249776,6521.6409962772605,6879.531666712379,7119.878113641659,7352.86105002948,7644.722925073729,7855.2775918513,8106.53361644226,8280.83807127702,8639.636285189741,9002.74279919915,9348.370514597009,9667.61228418669,10050.5162864711
171,Namibia,NAM,213.26727295,188.20231628,179.54959106,263.33148193,358.15893555,386.44033813,416.17221069,469.61209106,412.71463013,383.66226196,517.23760986,562.59106445,550.49810791,488.86352539,459.94418335,488.69061279,423.87445068,468.04055786,471.48568726
172,New Caledonia,NCL,,,,,,,,,,,,,,,,,,,
173,Niger,NER,10.58441544,11.08416271,12.42963505,14.61135769,16.08820152,20.27094841,21.34530449,22.24166489,26.18297386,27.05620766,23.85829926,24.89789391,22.76922607,24.62716293,25.02994919,25.87792969,22.55697441,28.80011749,30.35857964
174,Nigeria,NGA,17.73399734,18.60057449,18.20248985,39.43843842,44.63315582,54.55794525,66.54981232,70.07374573,81.24026489,68.99747467,76.75720978,84.46413422,92.61115265,102.55484009,107.90875244,97.80262756,79.37476349,73.93003845,83.75351715
175,Nicaragua,NIC,52.80468369,57.04565811,57.37988281,61.17759705,65.40616608,72.34895325,77.98773193,92.37856293,107.45199585,111.01232147,115.95102692,123.3549881,131.83006287,138.38568115,154.28338623,163.22993469,169.6340332,180.32734680000002,173.76611328
176,Netherlands,NLD,2028.18139648,2175.73046875,2544.8137207,3244.35644531,3689.46435547,3823.48095703,4080.21972656,4696.14160156,5382.44580078,5282.74316406,5191.69384766,5562.12109375,5284.64990234,5532.7265625,5601.88574219,4676.57666016,4734.83349609,4910.89941406,5306.53466797
177,Norway,NOR,2948.93164063,3099.00341797,3889.95947266,4632.56835938,5097.34423828,5584.68945313,5892.98730469,6895.56054688,7768.05029297,7301.95996094,7859.51611328,8900.37207031,8970.12011719,9241.265625,9118.31738281,7565.54980469,7496.76855469,7815.78662109,8239.09570313
178,Nepal,NPL,8.55345249,10.52144337,10.71954441,11.33715725,13.22838974,14.45738506,13.94222355,17.40269661,19.09256172,21.09090996,29.98280716,34.68226624,34.330070500000005,36.02222443,43.16950226,47.8875351,48.31941986,50.8261261,57.84656143
179,Nauru,NRU,456.17263794,346.12982178,298.30627441,275.37780762,219.68704224,335.6072998,371.06350708,598.22039795,819.06286621,566.47998047,651.53131104,697.89941406,886.1394042999999,838.43560791,1007.96936035,1143.24658203,1369.53967285,1217.5111084,965.80072021
180,New Zealand,NZL,1053.89160156,1049.37609863,1246.31347656,1610.93762207,1983.65881348,2295.17797852,2301.8918457,2699.4128418,2839.17895508,2700.97705078,3216.22363281,3625.77246094,3805.97167969,3954.66699219,4143.78808594,3582.27294922,3746.47680664,3940.39038086,4037.46289063
181,OECD members,OED,2157.30900721043,2233.88350818925,2414.8671318763395,2737.5041410745803,3015.27199589326,3176.9498212080102,3346.22543377311,3634.89283334546,3892.94843729454,3936.94025996628,4072.12235375901,4368.87744652903,4380.39695974509,4411.46358089846,4527.75669948802,4372.16142898004,4507.5440577713,4659.97474545913,4885.4874477179
182,Oman,OMN,263.51751709,261.31637573,274.37960815,287.66351318,301.33010864,320.21218872,333.23526001,384.20870972,445.49792479999996,476.11990356,529.08093262,533.03204346,559.01855469,584.1394042999999,710.04162598,695.19116211,637.19128418,601.21783447,678.23101807
183,Other small states,OSS,227.981120048021,224.96093410027902,249.042030071176,314.220038356829,363.296628883303,395.70703445356,419.789560396488,489.35651880412,534.660220020819,509.58776900553397,522.7028732917121,566.8778245992401,574.508350061916,620.342832078764,660.777638525188,624.879950063098,620.73987504995,648.18005918869,681.014552950955
184,Pakistan,PAK,15.58189678,13.58520126,15.18973827,14.45083237,15.63451576,19.88389397,24.99266052,28.44916725,25.72966003,24.05052757,25.25600243,27.06708717,27.04106331,29.97559357,34.69661713,35.98087311,38.91104126,42.25715637,42.87313461
185,Panama,PAN,285.20233154,281.00451660000004,291.9536438,286.98504639,326.21090698,304.47799683,350.74438477,427.22872925,489.81594849,530.07055664,572.6137085,616.99951172,703.82843018,790.77667236,885.66424561,928.09674072,1050.24365234,1046.33679199,1131.66015625
186,Peru,PER,87.61366272,95.54106903,103.8370285,110.17896271,115.71817017,122.17097473,141.21714783,158.85267639,189.55740356,208.88055419999998,242.19200134,269.99850464,310.91369629,319.20242310000003,335.77770996,315.95455933,318.45950317,340.19854736,369.07846069
187,Philippines,PHL,32.77544785,28.20890999,27.33049011,32.2433815,34.17014694,46.57011795,54.86775589,65.47948456,77.18696594,79.30064392,91.60559845,98.64657593,112.54360962,122.72746277,116.86023712,123.90010071,129.6149292,132.57896423,136.53881836
188,Palau,PLW,678.14367676,639.46069336,665.66986084,701.31958008,828.78088379,873.77191162,934.90930176,1003.2779541000001,1000.2454833999999,1037.08776855,1183.16674805,1176.57580566,1392.04858398,1535.4510498,1678.01208496,1805.98583984,2031.47277832,1947.85327148,1723.45532227
189,Papua New Guinea,PNG,17.84069252,17.44826126,19.96473694,21.63471603,25.62973022,27.67082405,30.49430084,33.9405365,35.72151947,37.88201141,41.08378601,55.21439743,74.42443085,81.8216095,95.54537964,48.73184967,58.48953247,60.09675598,63.7678833
190,Poland,POL,238.00448608,282.82104492,315.83145142,339.33520508,392.00338745,465.70019531,524.09747314,660.92468262,892.59686279,759.60577393,809.19940186,866.09466553,815.1418457000001,878.08850098,911.29815674,803.95965576,813.47277832,909.57818604,978.73565674
191,Pre-demographic dividend,PRE,17.2579993404835,17.1803076079687,17.853226788058397,25.425879097002397,30.958708317599,35.4100079612478,42.2782624890784,49.3983427462148,57.8501421208477,55.6889802314968,56.7119771798499,63.0130285497548,64.7031455935366,71.4801708847396,72.9081074600521,67.44858125863651,62.8642249154837,66.4149959591426,63.3194926594604
192,Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,
193,"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,
194,Portugal,PRT,969.55218506,989.62115479,1110.3873291,1409.02941895,1682.24243164,1774.18530273,1814.21362305,2069.86083984,2331.42993164,2288.64355469,2215.25732422,2210.58740234,1918.49072266,1959.98156738,1989.54211426,1725.22290039,1880.15686035,2003.26330566,2215.17358398
195,Paraguay,PRY,91.54776764,78.92408752,54.52845001,58.68876648,71.06072235,75.27656555,96.14305115,124.28643799,168.18203735,161.84889221,200.66429138,268.85556030000004,339.38284302,361.29684448,405.62231445,364.78915405,357.74761963,378.01821899,400.39273071
196,West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,
197,Pacific island small states,PSS,89.23893884894491,85.99524111889829,94.5504201609042,100.76857320829399,124.718610834789,147.86489644263798,146.38978483158502,153.77118170742,156.536236197637,152.304938194469,169.909765886151,175.55090482204497,182.32341130470698,188.886940985872,198.084714056347,188.40490185932202,194.373488885379,198.44219118435,206.81030257639702
198,Post-demographic dividend,PST,2485.0321632038103,2578.5113658943696,2794.9240296366497,3177.6066120356,3502.70437651012,3690.1152731645598,3890.2629110982793,4223.64402283676,4521.36872587113,4599.5784842094,4757.14760963378,5118.63681946786,5142.20527436028,5177.73717110014,5331.73727913211,5175.6999121013705,5356.74100780146,5544.92998690734,5832.623234217071
199,French Polynesia,PYF,,,,,,,,,,,,,,,,,,,
200,Qatar,QAT,602.11584473,659.98406982,742.26904297,1218.35241699,1295.11181641,1321.93945313,1311.67602539,1290.98693848,1283.84924316,1270.24853516,1206.00305176,1318.52197266,1487.32019043,1765.82836914,2041.58947754,1999.58276367,1822.36999512,1667.37255859,1716.26513672
201,Romania,ROU,69.89345551,78.81753540000001,96.57698822,143.54553223,190.7950592,254.52961731,291.00408936,415.06790161,521.31561279,449.37692261,472.20751953,426.59973145,401.67105103,495.23623657,503.34753418,442.24038696,476.24505615,555.11309814,687.25439453
202,Russian Federation,RUS,95.4120636,118.10948944,140.75538635,164.6477356,209.19709778,271.88461304,352.55194092,461.50531006,609.16021729,515.85449219,566.09088135,682.6605835,757.04455566,807.07653809,737.64923096,498.05596924,464.89776611,579.67218018,609.00915527
203,Rwanda,RWA,9.322052000000001,7.92092705,7.30057716,17.31920624,20.55388832,25.63013649,27.64455414,34.4347496,41.09491348,45.26377106,49.29988861,53.06285095,58.85438538,49.14559174,51.86009598,49.96376419,51.88179779,52.86735153,58.30852127
204,South Asia,SAS,17.4912257880137,18.261524073668397,18.8312494682378,20.190219478215898,22.916456725590102,25.5394996470196,27.7548587818188,33.29763853859,35.1148371510633,35.6080152008208,41.4278420299498,44.72550605583611,44.9708141666504,51.353249137796794,53.0586341356294,55.10007501489571,56.9321957869675,64.2932081302812,67.1556693148879
205,Saudi Arabia,SAU,386.25921631,387.48629761,369.50018311,382.3901062,400.87582397,471.11944580000005,556.06555176,587.97845459,596.52648926,691.32269287,702.67108154,881.39575195,1014.6996460000001,1109.5057373,1278.9765625,1237.33349609,1160.04992676,1456.9395752,1484.59338379
206,Sudan,SDN,15.23164654,16.57659912,18.30408287,24.7358799,32.12231064,40.80571747,61.05639648,90.58113861,92.22037506,95.33586884,93.45315552,134.80764771,102.54393768,127.16286469,116.93514252,158.89530945,165.85246277,192.60665894,60.17465973
207,Senegal,SEN,21.67036438,23.83636856,26.79411125,35.65910339,42.50958252,36.46347809,38.64305115,40.83710861,49.03627014,50.08225632,51.16491318,57.52281189,56.23128891,60.18459702,61.31621170000001,53.41298294,54.07107544,55.10048676,58.90360641
208,Singapore,SGP,797.29034424,696.6171875,757.1998291,852.96881104,867.51263428,908.94598389,990.80169678,1121.3425293,1295.24987793,1328.52478027,1496.77600098,1676.00183105,1828.89758301,2078.59448242,2206.10742188,2302.59960938,2476.17456055,2619.08081055,2823.63818359
209,Solomon Islands,SLB,48.76208496,63.40198898,80.12024689,55.58278275,66.74427032,91.19007874,89.24143219,89.9045105,78.39006805,99.86914825,133.34992981,115.50505066,106.24951172,106.36219025,114.35965729,99.42734528,99.27577209,97.43276978,94.96378326
210,Sierra Leone,SLE,23.31109047,25.17224312,28.83034897,28.85776711,29.22132874,32.27239609,33.61574173,36.16654587,40.335495,43.41863632,43.97430801,59.54336929,59.97772979999999,82.92147827,140.99243164,120.91239929,87.10140228,82.54949188,85.77548218
211,El Salvador,SLV,178.63192749,182.88064575,186.45817566,185.73675537,193.61167908,204.89703369,208.53170776,212.81809998,224.84251404,240.05223083,245.70858765,265.99981689,258.47689819,270.87976074,275.68740845,282.74533081,293.25802612,282.03674316,288.51745605
212,San Marino,SMR,2151.65087891,2172.1965332,2248.69091797,2496.62768555,2908.69506836,3004.91552734,3211.68847656,3741.92211914,4301.01953125,4209.33154297,3991.24389648,4248.47705078,3984.97753906,3993.2644043000005,3835.26342773,3102.81738281,2958.55493164,3287.47387695,3463.70068359
213,Somalia,SOM,,,,,,,,,,,,,,,,,,,
214,Serbia,SRB,56.50499725,112.2206192,173.27404785,230.10708618,274.42855835,307.56558228,371.55731201,547.19036865,671.95648193,575.46911621,545.29107666,619.08001709,559.81359863,627.53302002,608.85858154,491.25177002,486.42944336,515.84588623,617.08654785
215,Sub-Saharan Africa (excluding high income),SSA,32.221602842114,30.1023102493611,28.6693522493742,41.3169351694549,50.006717849051704,56.1485141405875,62.485736176380605,69.201596597238,74.2585119821792,73.503910366913,83.63726013335071,91.7740580637458,91.4196996709763,93.2017063897982,92.79643239522119,86.55869998800091,79.6756012661853,84.1287106224034,83.1807940240755
216,South Sudan,SSD,,,,,,,,,,,,,,,,,,26.38130379,26.78586388
217,Sub-Saharan Africa,SSF,32.2619881455412,30.149047962734798,28.7128434157272,41.3647729042444,50.05890183544379,56.200794561532,62.538684792854006,69.24581300711571,74.2972830145211,73.5349674729712,83.68275005137049,91.81825356193441,91.47537859725959,93.2552937191947,92.85274814821871,86.6143978026556,79.7413545533349,84.1929153850523,83.2490352335023
218,Small states,SST,224.370396058088,220.809209126166,242.486283398385,290.858284688449,336.21855071407396,368.382314854868,391.163440564211,454.686607583934,497.279446549923,476.476139656422,492.710469856258,529.98370171565,538.613370904074,576.760972283956,609.754048501899,587.312777591629,584.4156920529821,613.385775771237,641.478070625814
219,Sao Tome and Principe,STP,56.68047333,53.57339478,57.77625275,80.15371704,80.71757507,91.52962494,68.29799652,71.05831909,78.14442444,76.83090973,74.93682098,85.38578796,86.81771088,125.17603302,120.006073,85.22420502,109.98060608,117.01068115,125.40039825
